    #parametro     lambda_01     lambda_02     lambda_03
      3.164375      0.000155     -1.365362     -8.799169
      3.164500     -0.000082     -1.421133     -8.743285
      3.164625     -0.000263     -1.484149     -8.680214
      3.164750     -0.000180     -1.556522     -8.608048
      3.164875      0.000102     -1.640946     -8.524030
      3.165000      0.000311     -1.746230     -8.419080
      3.165125      0.000436     -1.874344     -8.291217
      3.165250      0.000448     -2.047785     -8.117912
      3.165375      0.000374     -2.317998     -7.847752
      3.165500      0.000244     -2.966079     -7.199665
      3.165625      0.000085     -2.695348     -7.470363
      3.165750     -0.000074     -2.229524     -7.936152
      3.165875     -0.000206     -1.994597     -8.171073
      3.166000     -0.000280     -1.836299     -8.329422
      3.166125     -0.000277     -1.716805     -8.449043
      3.166250     -0.000207     -1.620814     -8.545230
      3.166375     -0.000104     -1.540564     -8.625708
      3.166500     -0.000014     -1.471561     -8.694926
      3.166625      0.000022     -1.410972     -8.755675
      3.166750     -0.000012     -1.356921     -8.809817
      3.166875     -0.000030     -1.308198     -8.858646
      3.167000      0.000149     -1.264049     -8.903100
      3.167125      0.000412     -1.223662     -8.943875
      3.167250      0.000573     -1.186313     -8.981510
      3.167375      0.000602     -1.151547     -9.016430
      3.167500      0.000535     -1.119064     -9.048972
      3.167625      0.000370     -1.089710     -9.078285
      3.167750      0.000091     -1.061065     -9.106776
      3.167875     -0.000215     -1.034101     -9.133559
      3.168000     -0.000563     -1.008710     -9.158727
      3.168125     -0.000890     -0.984749     -9.182486
      3.168250     -0.000783     -0.961430     -9.206037
      3.168375     -0.000375     -0.939305     -9.228695
      3.168500     -0.000073     -0.918230     -9.250197
      3.168625      0.000083     -0.898003     -9.270705
      3.168750      0.000122     -0.878537     -9.290335
      3.168875      0.000078     -0.859780     -9.309173
      3.169000     -0.000018     -0.841697     -9.327285
      3.169125     -0.000137     -0.824259     -9.344729
      3.169250     -0.000247     -0.807444     -9.361559
      3.169375     -0.000317     -0.791232     -9.377826
      3.169500     -0.000321     -0.775598     -9.393581
      3.169625     -0.000259     -0.760492     -9.408874
      3.169750     -0.000163     -0.745832     -9.423755
      3.169875     -0.000081     -0.731534     -9.438260
      3.170000     -0.000055     -0.717533     -9.452413
      3.170125     -0.000084     -0.703822     -9.466219
      3.170250     -0.000030     -0.690543     -9.479677
      3.170375      0.000236     -0.677830     -9.492781
      3.170500      0.000522     -0.665496     -9.505526
      3.170625      0.000687     -0.653398     -9.517915
      3.170750      0.000724     -0.641520     -9.529954
      3.170875      0.000660     -0.629882     -9.541653
      3.171000      0.000527     -0.618505     -9.553023
      3.171125      0.000359     -0.607410     -9.564073
      3.171250      0.000182     -0.596618     -9.574813
      3.171375      0.000017     -0.586143     -9.585249
      3.171500     -0.000135     -0.575978     -9.595387
      3.171625     -0.000296     -0.566086     -9.605243
      3.171750     -0.000437     -0.556449     -9.614864
      3.171875     -0.000358     -0.547157     -9.624360
      3.172000     -0.000044     -0.538120     -9.633836
      3.172125      0.000245     -0.529080     -9.643290
      3.172250      0.000418     -0.520001     -9.652667
      3.172375      0.000480     -0.510950     -9.661905
      3.172500      0.000457     -0.501996     -9.670961
      3.172625      0.000376     -0.493179     -9.679822
      3.172750      0.000269     -0.484525     -9.688494
      3.172875      0.000188     -0.476320     -9.696742
      3.173000      0.000019     -0.467780     -9.705239
      3.173125     -0.000033     -0.459597     -9.713495
      3.173250      0.000001     -0.451670     -9.721580
      3.173375      0.000100     -0.443948     -9.729527
      3.173500      0.000219     -0.436353     -9.737366
      3.173625      0.000306     -0.428806     -9.745124
      3.173750      0.000319     -0.421252     -9.752817
      3.173875      0.000264     -0.413697     -9.760441
      3.174000      0.000304     -0.406327     -9.767977
      3.174125      0.000551     -0.399280     -9.775396
      3.174250      0.000770     -0.392349     -9.782671
      3.174375      0.000840     -0.385431     -9.789784
      3.174500      0.000770     -0.378543     -9.796727
      3.174625      0.000597     -0.371731     -9.803491
      3.174750      0.000355     -0.365037     -9.810068
      3.174875      0.000066     -0.358502     -9.816439
      3.175000     -0.000263     -0.352172     -9.822565
      3.175125     -0.000623     -0.346109     -9.828393
      3.175250     -0.000813     -0.340020     -9.834417
      3.175375     -0.000699     -0.333691     -9.840985
      3.175500     -0.000219     -0.327554     -9.847727
      3.175625      0.000028     -0.321607     -9.854046
      3.175750      0.000118     -0.315689     -9.860179
      3.175875      0.000096     -0.309795     -9.866176
      3.176000      0.000002     -0.303942     -9.872060
      3.176125     -0.000127     -0.298152     -9.877847
      3.176250     -0.000259     -0.292445     -9.883546
      3.176375     -0.000358     -0.286841     -9.889176
      3.176500     -0.000399     -0.281343     -9.894758
      3.176625     -0.000382     -0.275938     -9.900305
      3.176750     -0.000275     -0.270694     -9.905781
      3.176875     -0.000203     -0.265380     -9.911292
      3.177000     -0.000218     -0.259968     -9.916814
      3.177125     -0.000275     -0.254528     -9.922321
      3.177250     -0.000227     -0.249281     -9.927743
      3.177375      0.000008     -0.244249     -9.933134
      3.177500      0.000079     -0.239160     -9.938419
      3.177625     -0.000376     -0.233867     -9.943381
      3.177750      0.000189     -0.231457     -9.946482
      3.177875      0.000174     -0.225079     -9.952970
      3.178000      0.000117     -0.221587     -9.956531
      3.178125     -0.000070     -0.216698     -9.961357
      3.178250     -0.000250     -0.211901     -9.966099
      3.178375     -0.000453     -0.205828     -9.972094
      3.178500     -0.000794     -0.201300     -9.976406
      3.178625     -0.001125     -0.196983     -9.980517
      3.178750     -0.001313     -0.192662     -9.984775
      3.178875     -0.001092     -0.187963     -9.989820
      3.179000     -0.000763     -0.183484     -9.994754
      3.179125     -0.000494     -0.180308     -9.998323
      3.179250     -0.000359     -0.175929    -10.002962
      3.179375     -0.000351     -0.171535    -10.007489
      3.179500     -0.000418     -0.167146    -10.011936
      3.179625     -0.000529     -0.162780    -10.016316
      3.179750     -0.000658     -0.158454    -10.020638
      3.179875     -0.000777     -0.154188    -10.024910
      3.180000     -0.000861     -0.149996    -10.029143
      3.180125     -0.000887     -0.145889    -10.033349
      3.180250     -0.000852     -0.141854    -10.037544
      3.180375     -0.000783     -0.137852    -10.041741
      3.180500     -0.000730     -0.133831    -10.045939
      3.180625     -0.000598     -0.128809    -10.051218
      3.180750     -0.000589     -0.124699    -10.055462
      3.180875     -0.000611     -0.120564    -10.059700
      3.181000     -0.000468     -0.116623    -10.063909
      3.181125     -0.000165     -0.112893    -10.068067
      3.181250      0.000078     -0.109172    -10.072157
      3.181375      0.000189     -0.105397    -10.076167
      3.181500      0.000182     -0.101591    -10.080092
      3.181625      0.000090     -0.097786    -10.083929
      3.181750     -0.000057     -0.094018    -10.087675
      3.181875     -0.000229     -0.090317    -10.091329
      3.182000     -0.000403     -0.086713    -10.094884
      3.182125     -0.000568     -0.083227    -10.098331
      3.182250     -0.000734     -0.079858    -10.101658
      3.182375     -0.000902     -0.076613    -10.104860
      3.182500     -0.000939     -0.073582    -10.107979
      3.182625     -0.000693     -0.070741    -10.111191
      3.182750     -0.000395     -0.067755    -10.114600
      3.182875     -0.000171     -0.064947    -10.117757
      3.183000      0.000030     -0.061567    -10.121463
      3.183125      0.000089     -0.058035    -10.125179
      3.183250      0.000064     -0.054466    -10.128848
      3.183375     -0.000008     -0.050916    -10.132450
      3.183500     -0.000098     -0.047411    -10.135990
      3.183625     -0.000174     -0.043972    -10.139479
      3.183750     -0.000208     -0.040615    -10.142927
      3.183875     -0.000189     -0.037346    -10.146340
      3.184000     -0.000033     -0.034147    -10.149820
      3.184125      0.000185     -0.031008    -10.153302
      3.184250      0.000340     -0.027789    -10.156801
      3.184375      0.000437     -0.024501    -10.160312
      3.184500      0.000456     -0.021079    -10.163877
      3.184625      0.000581     -0.017682    -10.167523
      3.184750      0.001031     -0.014645    -10.171135
      3.184875      0.001604     -0.011391    -10.175088
      3.185000      0.001405     -0.006853    -10.179552
      3.185125      0.000989     -0.004460    -10.181655
      3.185250      0.001565     -0.002541    -10.184275
      3.185375      0.000633     -0.001316    -10.184692
      3.185500      0.000465     -0.001737    -10.184228
      3.185625      0.000175     -0.002955    -10.182845
      3.185750      0.000070     -0.004529    -10.181291
      3.185875     -0.000109     -0.006202    -10.179564
      3.186000     -0.000132     -0.008110    -10.177758
      3.186125      0.000197     -0.010227    -10.176096
      3.186250      0.000578     -0.012169    -10.174659
      3.186375      0.000812     -0.013837    -10.173351
      3.186500      0.000890     -0.015229    -10.172161
      3.186625      0.000856     -0.016489    -10.170992
      3.186750      0.000754     -0.017744    -10.169760
      3.186875      0.000625     -0.019044    -10.168456
